ID,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice
712,33,4456,4,1920,2008,0,0,736,736,736,716,1452,2,0,8,0,0,0,0,0,113000
713,60,9600,4,1910,1950,0,0,677,677,833,677,1510,2,0,7,0,2,720,0,0,87500
714,50,3500,5,1947,1950,0,312,408,720,720,564,1284,1,1,5,0,1,240,0,35,110000
715,90,8100,5,1898,1965,0,0,849,849,1075,1063,2138,2,0,11,0,2,360,40,156,106000
716,65,11700,7,1880,2003,0,0,1240,1240,1320,1320,2640,1,1,8,1,4,864,181,0,265979
717,70,8400,6,1900,1950,0,0,917,917,1090,917,2007,2,0,8,0,1,357,0,235,160000
718,60,3600,6,1917,2007,0,0,624,624,664,624,1288,1,0,5,1,1,280,0,103,119000
719,121,17671,8,1882,1986,0,216,700,916,916,826,1742,1,1,8,1,2,424,0,169,168000
720,0,3300,4,1910,1950,0,0,624,624,816,0,816,1,0,5,1,0,0,0,33,58500
721,50,9000,7,1920,1988,0,624,26,650,832,650,1482,1,0,7,0,2,324,0,0,143000
722,60,7200,5,1910,2006,0,247,310,1022,1022,0,1022,1,0,4,0,1,280,0,30,85000
723,98,8820,5,1890,1996,0,1088,0,1088,1188,561,1869,1,0,7,0,2,456,48,0,124900
724,60,5400,6,1920,1950,0,0,972,972,1044,0,1480,1,0,6,0,1,207,0,0,119000
725,60,9720,6,1910,2002,0,0,741,741,780,741,1521,1,0,8,0,3,640,0,0,146500
726,60,7879,4,1920,1950,0,495,225,720,720,0,720,1,0,4,0,0,0,0,523,34900
727,72,9392,3,1900,1950,0,0,245,245,797,0,797,1,0,5,0,0,0,0,36,44000
728,144,21384,5,1923,2004,0,1309,15,1324,1072,504,1576,1,1,6,1,2,528,0,312,223500
729,0,6615,6,1923,1950,0,0,1022,1022,1432,0,1432,1,0,6,1,1,216,266,61,149000
730,55,7264,7,1925,2007,0,0,952,952,952,596,1548,2,1,5,0,2,672,74,0,205000
731,50,4960,5,1930,1982,0,0,297,297,1001,653,1654,2,0,7,1,1,336,244,60,137000
732,0,8854,6,1916,1950,0,0,952,952,952,0,952,1,0,4,1,1,192,0,98,121000
733,50,6000,4,1936,1950,0,672,0,672,757,567,1324,1,0,6,0,1,240,0,0,128000
734,50,6000,6,1937,2000,0,0,698,698,786,390,1176,1,0,4,0,2,624,210,0,134900
735,50,6000,5,1925,1997,0,0,884,884,884,464,1348,1,0,5,1,1,216,0,0,117000
736,50,6000,6,1939,1950,0,0,780,780,825,587,1412,1,0,6,1,1,280,45,0,132500
737,60,6000,5,1924,1950,444,220,248,468,822,320,1142,1,0,6,0,1,320,0,0,93000
738,50,6000,6,1926,2004,0,0,884,884,904,0,904,1,0,4,0,1,180,0,0,119000
739,60,6911,5,1924,1950,0,405,740,1145,1301,0,1301,1,0,5,0,2,440,0,0,100000
740,51,6120,5,1936,1950,0,0,927,927,1067,472,1539,1,1,5,0,2,576,112,0,141500
741,51,6120,4,1935,1995,0,0,884,884,989,584,1573,1,0,6,0,1,240,0,0,133000
742,51,6120,2,1936,1950,0,0,264,264,800,0,800,1,0,4,1,0,0,0,0,60000
743,51,6120,5,1931,1993,0,209,506,715,875,0,875,1,0,5,0,1,180,48,0,105000
744,51,6120,5,1925,1999,0,0,960,960,995,0,995,1,0,5,0,1,264,0,15,115000
745,51,6120,5,1938,1950,0,273,679,952,994,588,1582,2,0,6,1,1,250,189,0,150000
746,50,8635,5,1925,1950,0,134,938,1072,1072,0,1072,1,0,5,0,5,1184,0,0,126500
747,0,11888,6,1916,1994,0,0,844,844,1445,689,2134,2,0,10,0,2,441,0,60,214500
748,60,11414,7,1910,1993,0,0,728,728,1136,883,2019,1,0,8,0,2,532,509,135,167500
749,57,8094,6,1915,1950,0,0,1048,1048,1048,720,1768,2,0,8,0,2,576,0,0,155000
750,50,2500,7,1915,2005,0,299,611,910,916,910,1826,1,1,7,1,1,164,0,0,155000
751,68,9928,7,1915,1994,0,0,672,672,1272,672,1944,2,0,8,0,1,216,24,28,179900
752,92,5520,6,1912,1950,0,0,755,755,929,929,2229,1,0,8,0,0,0,0,198,104000
753,50,3000,5,1922,1950,0,0,1040,1040,1088,1040,2128,2,0,11,0,0,0,0,56,62500
754,57,6876,6,1927,1950,0,522,198,720,1146,784,1930,2,0,8,0,1,316,0,0,149000
755,52,6240,4,1925,1950,0,152,628,780,848,0,1208,1,0,5,0,2,539,0,23,103000
756,0,5775,6,1915,2002,0,0,483,483,741,686,1427,1,0,7,0,1,379,0,24,123000
757,41,5852,7,1902,2000,188,169,851,1020,978,886,1864,2,1,9,0,0,0,0,188,97500
758,60,5160,6,1927,1950,0,0,1204,1204,1204,462,1666,1,0,4,0,1,384,0,0,135000
759,86,5160,4,1923,1950,0,749,46,858,892,0,892,1,0,5,0,0,0,0,0,70000
760,60,10320,6,1915,1965,0,276,160,698,754,649,1403,1,1,7,0,1,308,0,0,116000
761,50,4280,4,1946,2001,0,0,560,560,704,0,704,1,0,4,0,1,220,0,0,88750
762,60,10800,5,1987,1988,0,1200,0,1200,1200,0,1200,3,0,5,0,0,0,120,0,179000
763,60,10800,5,1987,1988,0,1200,0,1200,1200,0,1200,3,0,5,0,0,0,120,0,179000
764,0,10547,5,1978,1978,0,1152,0,1152,1152,0,1152,2,0,6,0,1,252,0,0,159900
765,0,10020,1,1922,1950,0,350,333,683,904,0,904,0,1,4,0,0,0,0,0,61000
766,54,6629,6,1925,1950,0,551,121,672,697,672,1369,2,0,6,0,1,300,147,0,103600
767,60,9780,5,1934,1950,0,0,585,585,687,425,1112,2,0,6,0,1,226,0,0,63000
768,70,12886,5,1963,1999,0,444,76,520,1464,0,1464,2,0,6,1,2,480,302,0,175000
769,80,8816,5,1963,1963,0,651,470,1121,1121,0,1121,1,0,5,0,2,480,0,80,139000
770,70,11184,6,1978,1978,92,226,192,918,918,765,1683,2,1,7,1,2,440,243,0,172500
771,75,11625,5,1967,1967,172,527,525,1052,1052,0,1052,1,1,6,1,1,668,0,215,113500
772,65,7800,5,1967,2004,89,450,414,864,899,0,899,1,0,5,0,1,288,64,0,130000
773,0,8014,6,1978,1978,23,456,0,456,1034,0,1034,1,0,5,1,2,504,0,0,149900
774,0,7252,5,1982,1982,0,685,173,858,858,0,858,1,0,5,0,2,576,120,0,134900
775,74,8740,5,1982,1982,0,672,168,840,860,0,860,1,0,4,0,2,528,0,0,137000
776,0,11616,5,1962,1962,116,170,252,1092,1092,0,1092,1,0,6,1,1,288,0,20,139000
777,88,15400,5,1961,1961,0,0,552,552,904,611,1774,2,0,8,1,1,384,290,40,165000
778,88,15312,6,1960,1960,54,588,550,1138,1138,0,1138,1,0,6,1,2,480,0,0,148000
779,0,15584,5,1956,1956,366,0,825,825,2071,0,2071,1,1,9,1,1,336,131,28,165000
780,0,9000,2,1947,1950,0,0,0,0,660,0,660,1,0,5,0,0,0,0,0,63900
781,0,11250,4,1957,1989,0,0,1104,1104,1104,684,1788,1,0,8,2,1,304,120,0,161500
782,65,25095,5,1968,2003,0,1324,113,1437,1473,0,1473,1,0,5,2,1,452,0,48,143000
783,0,17140,4,1956,1956,0,1059,75,1134,1229,0,1229,1,0,6,0,1,284,0,0,135000
784,0,12342,4,1940,1950,0,262,599,861,861,0,861,1,0,4,0,2,539,158,0,82500
785,0,10708,5,1955,1993,0,379,470,1617,1867,0,1867,1,0,7,3,1,303,476,0,190000
786,0,13680,3,1955,1955,0,0,0,0,1733,0,1733,2,0,8,1,2,452,0,0,139600
787,0,15635,4,1954,1954,0,0,0,0,1383,0,1383,1,0,6,0,2,498,0,0,122000
788,73,9855,6,1956,1956,0,0,1436,1436,1689,0,1689,1,0,7,1,2,480,0,0,127500
789,68,9571,5,1956,1956,0,257,816,1073,1073,0,1073,1,0,5,0,1,340,0,0,121500
790,68,9571,5,1958,1958,0,0,1276,1276,1276,0,1276,1,0,5,0,1,350,0,0,60000
791,50,9350,6,1946,1950,0,342,405,747,892,747,1639,1,1,6,1,1,240,0,50,154400
792,50,9340,4,1941,1950,0,344,328,672,672,0,672,1,0,4,0,1,234,0,113,113000
793,62,7440,5,1954,1954,0,173,916,1089,1089,0,1089,1,0,5,1,1,252,328,0,125000
794,0,11500,4,1957,1957,0,0,0,0,845,0,845,1,0,5,0,1,290,186,0,84000
795,42,4235,5,1984,1984,149,552,104,1049,1049,0,1049,2,0,5,0,1,266,0,105,139500
796,60,11409,5,1949,2008,0,292,476,768,1148,568,1716,1,1,8,1,1,281,0,0,131000
797,60,9060,6,1939,1950,0,204,356,560,698,560,1258,1,0,6,0,1,280,0,0,105000
798,60,9084,4,1940,1950,0,0,755,755,755,755,1510,1,0,7,1,1,296,120,0,108000
799,74,10778,7,1990,1991,0,460,308,1054,1061,0,1061,1,1,4,0,2,462,114,36,162000
800,66,19255,6,1983,1983,100,70,0,520,1338,0,1338,1,1,5,1,2,576,0,0,156500
801,79,12327,8,1983,2009,0,1441,55,1496,1496,636,2132,1,1,5,1,2,612,349,40,316600
802,90,14684,7,1990,1991,234,485,1496,2158,2196,0,2196,2,0,7,1,3,701,84,70,271900
803,75,9317,7,1993,1993,137,513,227,740,1006,769,1775,2,1,7,1,2,425,234,72,213000
804,85,10560,7,1993,1994,0,474,605,1079,1079,800,1879,2,1,8,1,2,473,400,100,239900
805,80,9828,8,1995,1995,0,584,544,1128,1142,878,2020,2,1,8,1,2,466,0,155,239500
806,120,26400,5,1880,2007,0,0,0,0,1288,728,2016,1,0,7,1,2,576,0,0,131000
807,64,7018,5,1979,1979,0,0,0,0,1535,0,1535,2,0,8,0,2,410,0,0,118964
808,64,7018,5,1979,1979,275,1086,0,1086,1224,0,1224,0,2,6,2,2,528,120,0,153337
809,64,7018,5,1979,1979,0,0,0,0,1114,1114,2228,2,0,8,0,2,720,73,0,147983
810,64,7018,5,1979,1979,0,0,0,0,1535,0,1535,2,0,8,0,2,400,0,0,118858
811,64,7018,5,1979,1979,0,0,0,0,1535,0,1535,2,0,8,0,2,400,0,0,118858
812,64,7018,5,1979,1979,0,0,0,0,1120,1120,2240,2,0,12,0,2,528,154,0,142953
813,64,7040,5,1979,1979,216,1094,0,1094,1229,0,1229,0,2,6,2,2,672,120,0,148325
814,64,7007,5,1979,1979,0,0,0,0,1513,0,1513,2,0,8,0,2,400,0,0,113722
815,0,11855,7,2000,2000,23,820,348,1168,1168,1619,2787,4,2,8,2,4,820,312,0,269500
816,0,7939,7,2000,2000,23,820,348,1168,1168,1619,2787,4,2,8,2,4,820,312,0,269500
817,0,7976,7,2000,2000,23,820,348,1168,1168,1619,2787,4,2,8,2,4,820,312,0,269500
818,84,10933,9,2009,2009,242,1021,534,1555,1680,0,1680,1,1,8,1,3,1138,185,24,323262
819,79,10637,8,2007,2008,336,1288,417,1705,1718,0,1718,2,0,7,1,3,826,208,44,297000
820,61,10226,8,2008,2008,270,0,1622,1622,1630,0,1630,2,0,8,1,3,860,172,42,295493
821,65,10816,9,2008,2008,364,1104,616,1720,1720,0,1720,2,0,8,1,3,846,208,104,332000
822,71,9178,8,2008,2008,0,0,1468,1468,1468,0,1468,2,0,6,1,3,904,192,142,239900
823,68,10769,8,2007,2007,0,20,846,866,866,902,1768,2,1,7,0,2,578,144,105,212000
824,77,11422,8,2007,2008,352,1359,479,1838,1838,0,1838,2,0,7,2,2,524,154,222,272500
825,122,11923,9,2007,2007,0,0,1800,1800,1800,0,1800,2,0,7,0,2,702,288,136,239000
826,68,8814,7,2006,2006,180,1334,270,1604,1604,0,1604,2,1,8,1,2,660,123,110,220000
827,64,6762,7,2007,2007,0,902,380,1282,1290,0,1290,2,0,6,1,2,662,168,0,200000
828,95,10324,8,2008,2008,140,872,382,1254,1254,0,1254,2,0,5,0,3,810,168,92,221800
829,64,7314,7,2007,2007,82,724,508,1232,1232,0,1232,2,0,6,0,2,632,132,0,194500
830,78,11645,8,2005,2006,76,24,1474,1498,1498,0,1498,2,0,7,1,3,844,144,98,237000
831,79,11646,6,2005,2006,0,0,704,704,704,718,1422,2,1,7,1,2,440,36,28,173000
832,0,12800,7,1989,1989,145,1518,0,1518,1644,0,1644,2,0,5,1,2,569,80,0,275000
833,0,16698,7,1992,1993,0,800,649,1449,944,815,1759,2,1,7,1,2,525,150,193,233500
834,0,28698,5,1967,1967,0,249,0,1013,1160,966,2126,2,1,7,0,2,538,486,0,185000
835,82,12464,5,1996,1996,0,732,308,1040,1040,0,1040,1,0,6,0,2,576,168,0,152000
836,65,9757,5,1994,1994,0,755,235,990,990,0,990,1,0,5,0,1,440,66,0,143000
837,65,15426,6,1997,1997,0,821,107,928,928,836,1764,2,1,7,0,2,470,276,99,231500
838,43,10667,7,1996,1996,0,385,70,799,827,834,1661,2,1,6,1,2,550,158,61,212000
839,65,14753,7,1998,1998,0,950,513,1463,1463,0,1463,2,0,5,0,2,539,0,81,207000
840,112,10859,5,1994,1995,0,0,1097,1097,1097,0,1097,1,1,6,0,2,672,392,64,145000
841,60,8072,5,1994,1995,0,746,244,990,990,0,990,1,0,5,0,2,480,0,64,138000
842,80,10400,7,1998,1998,0,0,866,866,866,913,1779,2,1,6,0,2,546,198,36,197900
843,78,10335,7,1999,1999,183,679,811,1490,1501,0,1501,2,0,6,0,2,577,144,29,204000
844,68,9017,7,1999,1999,0,560,871,1431,1431,0,1431,2,0,6,0,2,666,0,35,192000
845,70,8750,6,1998,1998,120,606,322,928,928,844,1772,2,1,7,1,2,492,150,96,200000
846,68,8935,7,2002,2002,95,0,831,831,831,829,1660,2,1,7,0,2,493,144,68,195000
847,67,9808,7,2002,2002,110,788,785,1573,1573,0,1573,2,0,6,0,2,544,0,72,227000
848,79,12420,7,2001,2001,0,666,278,944,944,896,1840,2,1,6,0,2,622,0,45,230000
849,67,16285,7,2001,2002,0,0,1413,1413,1430,0,1430,2,0,6,0,2,605,0,33,187100
850,65,10739,7,2002,2001,68,1259,172,1431,1444,0,1444,2,0,6,0,2,577,144,40,203000
851,75,11166,7,2001,2001,180,24,1468,1492,1492,0,1492,2,0,6,1,2,608,0,114,201000
852,60,8430,5,1978,1978,136,616,424,1040,1040,0,1040,2,0,5,0,0,0,0,0,124000
853,0,16269,5,1978,1978,76,625,282,907,907,0,907,1,0,5,0,1,343,72,0,140000
854,76,6950,5,1979,1979,40,710,132,914,914,0,914,1,0,5,0,2,444,0,0,134900
855,61,8800,5,1977,2008,0,532,364,1040,1040,0,1040,2,0,5,0,2,484,0,0,150500
856,0,7000,5,1978,2005,90,646,218,864,864,0,864,1,0,6,0,1,336,0,0,136500
857,0,9286,5,1977,1989,0,196,1072,1268,1268,0,1268,1,1,5,0,1,252,173,0,143500
858,36,15523,5,1972,1972,0,460,404,864,864,0,864,1,0,5,1,1,338,0,0,133500
859,60,7200,5,1972,1972,0,777,117,894,894,0,894,1,0,6,0,2,600,215,0,123000
860,60,7200,5,1972,2003,0,660,108,768,768,0,768,1,0,5,0,1,396,192,0,133900
861,70,8445,5,1972,2007,0,656,112,768,768,0,768,1,0,5,0,2,396,58,0,133000
862,90,11664,7,2002,2002,0,1234,335,1569,1611,0,1611,2,0,6,0,3,1231,262,93,250000
863,0,12334,8,2003,2003,198,0,1068,1068,1068,1116,2184,2,1,8,1,2,570,192,132,254750
864,0,11838,8,2001,2001,0,0,1753,1753,1788,0,1788,2,0,7,1,2,522,202,151,236500
865,0,11885,8,2001,2001,108,990,309,1299,1299,573,1872,2,1,7,1,2,531,160,122,261500
866,0,11050,9,2000,2000,204,904,536,1440,1476,677,2153,2,1,8,2,3,736,253,142,313000
867,70,8749,7,2002,2002,0,0,840,840,840,885,1725,2,1,6,0,2,550,0,48,198500
868,0,11250,7,2001,2001,0,0,944,944,944,926,1870,2,1,6,0,2,608,256,43,211000
869,90,15750,8,1999,2000,260,1246,216,1462,1513,0,1513,2,0,5,1,2,521,135,34,220000
870,73,11883,7,1996,1996,196,690,814,1504,1504,0,1504,2,0,6,1,2,478,115,66,203000
871,0,12782,8,2002,2003,164,1360,462,1822,1828,0,1828,2,0,7,1,2,523,194,144,279500
872,70,8750,7,1997,1998,209,1111,306,1417,1417,0,1417,2,0,7,1,2,511,60,0,210000
873,0,9375,7,1997,1998,573,739,318,1057,1057,977,2034,2,1,8,0,2,645,576,36,219500
874,70,8750,7,1996,1996,0,0,880,880,909,807,1716,2,1,7,1,2,512,0,120,191000
875,70,9100,7,2001,2001,0,0,1212,1212,1212,0,1212,2,0,6,0,2,573,356,0,178000
876,75,9750,7,2000,2001,171,0,1630,1630,1630,0,1630,2,0,6,1,2,451,74,234,213000
877,0,4435,6,2003,2004,170,685,163,848,848,0,848,1,0,4,0,2,420,140,0,144000
878,0,4435,6,2003,2003,170,685,163,848,848,0,848,1,0,4,0,2,420,140,0,140000
879,85,10200,8,2007,2007,180,1478,100,1578,1602,0,1602,2,0,7,1,3,810,0,48,293200
880,65,9313,7,2004,2004,0,0,864,864,864,864,1728,2,1,7,0,2,572,187,56,190000
881,63,8487,7,2004,2004,210,20,1480,1500,1500,0,1500,2,0,6,0,2,570,192,36,190000
882,64,8633,6,2005,2005,0,193,545,738,738,738,1476,2,1,7,0,2,540,100,35,173500
883,85,11069,6,2007,2007,0,0,608,608,608,788,1396,2,1,6,1,2,440,100,36,170000
884,67,8777,4,1949,2003,0,0,0,0,1126,0,1126,2,0,5,0,2,520,0,96,108000
885,75,9937,5,1964,1999,0,637,849,1486,1486,0,1486,1,0,7,0,2,480,0,0,167000
886,67,8877,4,1938,1958,0,690,126,816,816,0,816,1,0,3,1,1,288,0,0,100000
887,64,7301,7,2003,2003,500,0,0,0,495,1427,1922,3,0,7,1,2,672,0,0,198500
888,75,7950,6,1977,1977,140,535,155,690,698,728,1426,1,1,6,0,2,440,252,0,159500
889,80,10682,4,1960,1971,0,399,615,1014,1149,0,1149,1,0,7,0,1,544,0,240,127000
890,72,7200,6,1976,1976,255,631,410,1041,1125,0,1125,1,0,6,1,1,352,296,0,125000
891,86,13286,9,2007,2008,340,1234,464,1698,1698,0,1698,2,0,8,1,3,768,327,64,320000
892,35,3675,6,2005,2006,80,547,0,547,1072,0,1072,1,0,5,0,2,525,0,28,145500
893,50,9405,5,1947,2008,0,0,698,698,698,0,698,1,0,4,0,0,0,0,200,118000
894,64,6410,4,1959,1959,0,332,301,876,876,0,876,1,0,5,0,1,320,0,0,85000
895,70,11767,5,1950,1950,0,1078,0,1078,1368,0,1368,1,0,6,0,1,195,0,41,120000
896,50,8405,4,1945,1950,0,0,0,0,1088,441,1529,2,0,9,0,1,240,92,0,98000
897,56,4060,5,1922,1950,0,0,864,864,864,0,864,1,0,4,0,0,0,0,96,99900
898,74,10206,3,1952,1952,0,0,0,0,944,0,944,1,0,4,0,2,528,0,0,82000
899,65,10926,5,1959,1959,74,0,1678,1678,1678,0,1678,2,0,10,0,0,0,0,0,119900
900,70,11767,5,1956,1956,259,546,604,1150,1560,0,1560,1,0,7,1,1,313,0,0,103500
901,0,8926,4,1956,1956,0,0,672,672,960,0,960,1,0,5,0,1,288,64,0,112000
902,67,12354,6,1920,2000,0,0,684,684,684,512,1196,1,0,7,0,2,528,0,46,110000
903,45,8212,5,1941,1950,0,626,94,720,854,444,1298,1,0,6,2,1,256,84,0,122000
904,60,10998,5,1941,1960,0,408,156,984,984,620,1604,2,0,6,0,2,660,0,68,117000
905,70,6300,5,1938,1950,88,832,0,832,832,436,1268,1,1,7,2,1,250,0,0,160000
906,55,4500,5,1932,2000,0,182,611,793,848,672,1520,1,0,6,0,1,281,0,0,159434
907,60,8400,2,1920,1950,0,290,0,290,438,0,438,1,0,3,0,1,246,0,0,60000
908,60,9900,6,1940,1950,0,0,778,778,944,545,1489,2,0,7,1,1,240,335,0,139500
909,102,15863,7,1920,1970,0,523,301,824,1687,998,3082,2,1,12,2,2,672,136,63,197000
910,43,5707,6,1935,1950,0,0,583,583,647,595,1242,1,1,6,1,1,180,329,96,105000
911,65,7804,4,1928,1950,0,622,500,1122,1328,653,1981,2,0,7,2,2,576,431,44,135000
912,64,8574,6,1916,2000,0,0,816,816,1232,0,1232,1,0,6,1,2,440,0,0,147500
913,51,6171,6,1925,1990,0,264,712,976,1160,448,1608,2,1,7,1,1,216,147,16,137450
914,60,7200,7,1936,2007,0,350,0,560,575,560,1135,1,0,6,0,2,576,256,0,155000
915,57,7558,6,1928,1950,0,0,896,896,1172,741,1913,1,1,9,1,2,342,0,0,177000
916,52,6292,7,1928,1950,0,0,861,861,877,600,1477,2,0,6,1,1,216,0,50,145000
917,53,7155,7,1918,1990,0,0,600,600,628,600,1228,1,0,6,1,1,215,0,113,137000
918,53,10918,7,1926,2004,0,0,1276,1276,1276,804,2080,1,1,9,2,1,282,0,0,234000
919,60,13680,5,1940,1950,0,728,112,840,840,727,1567,1,1,6,2,2,440,0,21,205000
920,0,7500,6,1942,1950,0,547,224,771,753,741,1494,1,0,7,2,1,213,0,0,177500
921,130,9600,5,1940,1950,0,428,300,728,976,332,1308,1,1,7,2,1,256,0,70,160000
922,80,14680,5,1960,1960,0,793,480,1273,1273,0,1273,1,0,5,0,1,307,483,0,155000
923,80,13360,5,1921,2006,0,713,163,876,964,0,964,1,0,5,0,2,432,0,0,163500
924,54,7681,5,1921,1950,0,0,731,731,820,523,1343,1,1,7,1,1,186,192,0,154900
925,0,8145,7,1940,1950,0,246,674,920,1240,1240,2480,2,1,13,2,2,400,0,0,205000
926,70,9100,5,1954,1954,0,154,264,1112,1112,0,1112,1,0,6,1,1,390,0,0,144800
927,75,12000,7,1941,1950,0,275,429,704,860,704,1564,1,1,7,1,1,234,0,0,174500
928,90,13339,6,1960,1960,132,65,621,1561,1561,0,1561,2,0,6,1,2,463,0,148,193000
929,78,15600,5,1949,2005,0,312,248,1067,986,537,1523,2,0,7,1,1,295,0,0,158000
930,80,14000,6,1950,2004,0,0,1092,1092,1152,0,1152,1,0,6,1,1,300,0,36,158500
931,100,17500,6,1954,1954,420,784,91,1310,1906,0,1906,1,1,6,2,2,576,0,201,224000
932,24,1733,6,1980,1980,0,0,516,516,516,516,1032,1,0,5,1,2,452,279,0,115000
933,24,1488,6,1980,1992,0,471,90,561,561,668,1229,1,1,5,1,2,462,176,0,137000
934,24,1612,6,1980,1980,0,0,561,561,561,668,1229,1,1,5,1,2,462,154,0,121000
935,24,1300,6,1980,1980,0,285,276,561,561,668,1229,1,1,5,1,2,462,150,0,124000
936,0,13607,6,1986,1986,242,454,118,572,1182,800,1982,2,1,6,1,2,501,400,112,208000
937,0,17597,7,1971,2009,0,803,581,1803,2365,0,2365,2,0,7,2,2,551,200,144,315000
938,0,21695,6,1988,2007,260,808,72,880,1680,0,1680,2,0,5,1,2,540,292,44,222000
939,59,10690,5,1920,1997,0,456,216,672,672,672,1344,1,0,6,0,1,468,0,128,147000
940,50,8660,5,1900,1993,0,0,760,760,928,928,2168,2,0,11,0,2,576,467,160,123000
941,60,6402,5,1920,1950,0,0,596,596,596,596,1192,1,0,6,0,1,189,0,0,78000
942,105,8470,3,1915,1982,0,0,1013,1013,1013,0,1526,1,0,6,0,0,0,0,0,85000
943,60,10200,4,1925,1950,0,0,572,572,572,0,572,1,0,4,0,1,200,0,0,75000
944,44,3843,8,2007,2008,174,1476,120,1596,1648,0,1648,2,0,5,1,2,482,162,53,230000
945,109,21780,2,1910,1950,0,0,0,0,810,0,810,1,0,4,0,1,280,119,24,57625
946,75,10125,8,2000,2001,0,445,412,1107,1040,1012,2052,2,1,7,1,3,642,210,91,251000
947,48,12822,7,2003,2003,0,1351,83,1434,1518,631,2149,1,1,6,1,2,670,168,43,239686
948,43,12118,7,2004,2005,108,0,1710,1710,1710,0,1710,2,0,7,1,2,550,100,48,240000
949,71,12209,6,2001,2002,0,690,114,804,804,1157,1961,2,1,7,1,2,560,125,192,215000
950,75,9750,6,1977,1977,0,767,135,902,926,0,926,1,0,5,1,1,351,319,0,156450
951,72,9360,6,1977,1977,0,841,0,957,1287,0,1287,1,1,5,2,2,541,302,39,173000
952,75,10125,5,1977,1977,0,0,0,0,1302,432,1734,2,0,8,0,2,539,0,0,126000
953,0,9947,7,1990,1991,0,611,577,1188,1217,0,1217,2,0,6,0,2,497,168,27,173000
954,82,11070,5,1991,1991,0,55,1527,1582,1595,0,1595,2,0,5,0,2,672,0,0,152000
955,0,14375,6,1958,1958,541,111,354,819,1344,0,1344,1,0,7,1,2,525,0,118,137500
956,150,215245,7,1965,1965,0,1236,80,2136,2036,0,2036,2,0,8,2,2,513,0,0,375000
957,89,12898,9,2007,2008,70,1022,598,1620,1620,0,1620,2,0,6,1,3,912,228,0,315500
958,83,13159,7,2009,2009,0,0,846,846,846,846,1692,2,1,6,0,2,650,208,114,224500
959,113,13438,9,2008,2008,246,1758,432,2190,2036,0,2036,2,0,9,1,3,780,90,154,410000
960,79,14463,9,2008,2008,406,1115,526,1641,1641,0,1641,2,0,7,0,3,885,0,95,316500
961,73,8925,8,2007,2007,0,16,1450,1466,1466,0,1466,2,0,7,0,3,610,100,18,201000
962,130,11457,6,1988,1988,0,1005,387,1392,1412,0,1412,2,0,6,1,2,576,0,0,175000
963,0,9839,6,1980,2006,0,462,250,712,1375,862,2237,2,1,7,1,2,440,305,24,204000
964,125,14419,7,1987,1989,310,904,117,1645,1479,0,1479,2,1,7,1,2,578,224,238,213500
965,0,6853,8,2001,2002,136,1005,262,1267,1296,0,1296,2,0,6,0,2,471,192,25,220000
966,75,9157,7,2003,2003,0,0,912,912,1072,942,2014,2,1,9,0,2,486,124,114,170000
967,85,14601,9,2006,2006,584,1260,578,1838,1838,0,1838,2,0,8,1,3,765,270,68,315000
968,85,12633,9,2007,2007,290,1640,338,1978,1978,0,1978,2,0,7,1,3,920,308,52,425000
969,75,12518,5,1968,1968,182,532,476,1008,1008,0,1008,1,0,6,0,1,384,144,0,139500
970,100,21750,5,1960,2006,75,0,0,0,1771,0,1771,1,0,9,1,2,336,0,0,115000
971,32,4500,6,1998,1998,320,866,338,1204,1204,0,1204,2,0,5,0,2,412,0,247,162000
972,0,4500,6,1999,1999,425,883,341,1224,1224,0,1224,2,0,5,0,2,402,0,304,165000
973,21,1596,4,1973,1973,0,462,0,462,526,462,988,1,0,5,0,1,297,120,101,91000
974,62,9858,5,1968,1968,0,510,354,864,874,0,874,1,0,5,0,1,288,33,0,130000
975,21,1526,4,1970,2002,0,515,115,630,630,0,630,1,0,3,0,1,286,0,0,86000
976,83,13383,5,1969,2000,176,594,594,1188,1404,0,1404,2,0,7,1,2,504,0,16,160000
977,21,1477,4,1970,1970,0,509,121,630,630,0,630,1,0,3,0,1,286,0,0,80000
978,21,1533,4,1970,2008,0,0,546,546,798,546,1344,1,1,6,1,0,0,0,0,97000
979,21,2217,4,1970,1970,0,273,0,546,546,546,1092,1,1,6,0,1,286,238,0,88000
980,50,7689,5,1972,1972,0,720,0,796,796,0,796,1,0,4,0,1,336,138,0,131900
981,62,7706,6,1993,1996,0,114,0,384,1091,0,1091,1,0,5,0,1,429,280,0,131250
982,0,9101,5,1978,1978,104,1097,0,1097,1110,0,1110,1,0,4,1,2,602,303,30,165500
983,0,8780,5,1985,1985,0,625,208,833,833,0,833,1,0,5,0,0,0,0,0,112000
984,70,7669,5,1992,1993,0,718,0,828,883,0,883,1,0,5,1,2,698,100,32,149000
985,85,14115,5,1993,1995,0,732,64,796,796,566,1362,1,1,5,0,2,480,40,30,143000
986,62,10429,5,1992,1992,0,330,294,624,624,663,1287,1,1,6,0,2,440,150,0,130000
