Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice
88.0,15400,5,1961,1961,0.0,0.0,552.0,552.0,904,611,1774,2,0,8,1,1.0,384.0,290,40,165000
88.0,15312,6,1960,1960,54.0,588.0,550.0,1138.0,1138,0,1138,1,0,6,1,2.0,480.0,0,0,148000
0.0,15584,5,1956,1956,366.0,0.0,825.0,825.0,2071,0,2071,1,1,9,1,1.0,336.0,131,28,165000
0.0,9000,2,1947,1950,0.0,0.0,0.0,0.0,660,0,660,1,0,5,0,0.0,0.0,0,0,63900
0.0,11250,4,1957,1989,0.0,0.0,1104.0,1104.0,1104,684,1788,1,0,8,2,1.0,304.0,120,0,161500
65.0,25095,5,1968,2003,0.0,1324.0,113.0,1437.0,1473,0,1473,1,0,5,2,1.0,452.0,0,48,143000
0.0,17140,4,1956,1956,0.0,1059.0,75.0,1134.0,1229,0,1229,1,0,6,0,1.0,284.0,0,0,135000
0.0,12342,4,1940,1950,0.0,262.0,599.0,861.0,861,0,861,1,0,4,0,2.0,539.0,158,0,82500
0.0,10708,5,1955,1993,0.0,379.0,470.0,1617.0,1867,0,1867,1,0,7,3,1.0,303.0,476,0,190000
0.0,13680,3,1955,1955,0.0,0.0,0.0,0.0,1733,0,1733,2,0,8,1,2.0,452.0,0,0,139600
0.0,15635,4,1954,1954,0.0,0.0,0.0,0.0,1383,0,1383,1,0,6,0,2.0,498.0,0,0,122000
73.0,9855,6,1956,1956,0.0,0.0,1436.0,1436.0,1689,0,1689,1,0,7,1,2.0,480.0,0,0,127500
68.0,9571,5,1956,1956,0.0,257.0,816.0,1073.0,1073,0,1073,1,0,5,0,1.0,340.0,0,0,121500
68.0,9571,5,1958,1958,0.0,0.0,1276.0,1276.0,1276,0,1276,1,0,5,0,1.0,350.0,0,0,60000
50.0,9350,6,1946,1950,0.0,342.0,405.0,747.0,892,747,1639,1,1,6,1,1.0,240.0,0,50,154400
50.0,9340,4,1941,1950,0.0,344.0,328.0,672.0,672,0,672,1,0,4,0,1.0,234.0,0,113,113000
62.0,7440,5,1954,1954,0.0,173.0,916.0,1089.0,1089,0,1089,1,0,5,1,1.0,252.0,328,0,125000
0.0,11500,4,1957,1957,0.0,0.0,0.0,0.0,845,0,845,1,0,5,0,1.0,290.0,186,0,84000
42.0,4235,5,1984,1984,149.0,552.0,104.0,1049.0,1049,0,1049,2,0,5,0,1.0,266.0,0,105,139500
60.0,11409,5,1949,2008,0.0,292.0,476.0,768.0,1148,568,1716,1,1,8,1,1.0,281.0,0,0,131000
60.0,9060,6,1939,1950,0.0,204.0,356.0,560.0,698,560,1258,1,0,6,0,1.0,280.0,0,0,105000
60.0,9084,4,1940,1950,0.0,0.0,755.0,755.0,755,755,1510,1,0,7,1,1.0,296.0,120,0,108000
74.0,10778,7,1990,1991,0.0,460.0,308.0,1054.0,1061,0,1061,1,1,4,0,2.0,462.0,114,36,162000
66.0,19255,6,1983,1983,100.0,70.0,0.0,520.0,1338,0,1338,1,1,5,1,2.0,576.0,0,0,156500
79.0,12327,8,1983,2009,0.0,1441.0,55.0,1496.0,1496,636,2132,1,1,5,1,2.0,612.0,349,40,316600
90.0,14684,7,1990,1991,234.0,485.0,1496.0,2158.0,2196,0,2196,2,0,7,1,3.0,701.0,84,70,271900
75.0,9317,7,1993,1993,137.0,513.0,227.0,740.0,1006,769,1775,2,1,7,1,2.0,425.0,234,72,213000
85.0,10560,7,1993,1994,0.0,474.0,605.0,1079.0,1079,800,1879,2,1,8,1,2.0,473.0,400,100,239900
80.0,9828,8,1995,1995,0.0,584.0,544.0,1128.0,1142,878,2020,2,1,8,1,2.0,466.0,0,155,239500
120.0,26400,5,1880,2007,0.0,0.0,0.0,0.0,1288,728,2016,1,0,7,1,2.0,576.0,0,0,131000
64.0,7018,5,1979,1979,0.0,0.0,0.0,0.0,1535,0,1535,2,0,8,0,2.0,410.0,0,0,118964
64.0,7018,5,1979,1979,275.0,1086.0,0.0,1086.0,1224,0,1224,0,2,6,2,2.0,528.0,120,0,153337
64.0,7018,5,1979,1979,0.0,0.0,0.0,0.0,1114,1114,2228,2,0,8,0,2.0,720.0,73,0,147983
64.0,7018,5,1979,1979,0.0,0.0,0.0,0.0,1535,0,1535,2,0,8,0,2.0,400.0,0,0,118858
64.0,7018,5,1979,1979,0.0,0.0,0.0,0.0,1535,0,1535,2,0,8,0,2.0,400.0,0,0,118858
64.0,7018,5,1979,1979,0.0,0.0,0.0,0.0,1120,1120,2240,2,0,12,0,2.0,528.0,154,0,142953
64.0,7040,5,1979,1979,216.0,1094.0,0.0,1094.0,1229,0,1229,0,2,6,2,2.0,672.0,120,0,148325
64.0,7007,5,1979,1979,0.0,0.0,0.0,0.0,1513,0,1513,2,0,8,0,2.0,400.0,0,0,113722
0.0,11855,7,2000,2000,23.0,820.0,348.0,1168.0,1168,1619,2787,4,2,8,2,4.0,820.0,312,0,269500
0.0,7939,7,2000,2000,23.0,820.0,348.0,1168.0,1168,1619,2787,4,2,8,2,4.0,820.0,312,0,269500
0.0,7976,7,2000,2000,23.0,820.0,348.0,1168.0,1168,1619,2787,4,2,8,2,4.0,820.0,312,0,269500
84.0,10933,9,2009,2009,242.0,1021.0,534.0,1555.0,1680,0,1680,1,1,8,1,3.0,1138.0,185,24,323262
79.0,10637,8,2007,2008,336.0,1288.0,417.0,1705.0,1718,0,1718,2,0,7,1,3.0,826.0,208,44,297000
61.0,10226,8,2008,2008,270.0,0.0,1622.0,1622.0,1630,0,1630,2,0,8,1,3.0,860.0,172,42,295493
65.0,10816,9,2008,2008,364.0,1104.0,616.0,1720.0,1720,0,1720,2,0,8,1,3.0,846.0,208,104,332000
71.0,9178,8,2008,2008,0.0,0.0,1468.0,1468.0,1468,0,1468,2,0,6,1,3.0,904.0,192,142,239900
68.0,10769,8,2007,2007,0.0,20.0,846.0,866.0,866,902,1768,2,1,7,0,2.0,578.0,144,105,212000
77.0,11422,8,2007,2008,352.0,1359.0,479.0,1838.0,1838,0,1838,2,0,7,2,2.0,524.0,154,222,272500
122.0,11923,9,2007,2007,0.0,0.0,1800.0,1800.0,1800,0,1800,2,0,7,0,2.0,702.0,288,136,239000
68.0,8814,7,2006,2006,180.0,1334.0,270.0,1604.0,1604,0,1604,2,1,8,1,2.0,660.0,123,110,220000
64.0,6762,7,2007,2007,0.0,902.0,380.0,1282.0,1290,0,1290,2,0,6,1,2.0,662.0,168,0,200000
95.0,10324,8,2008,2008,140.0,872.0,382.0,1254.0,1254,0,1254,2,0,5,0,3.0,810.0,168,92,221800
64.0,7314,7,2007,2007,82.0,724.0,508.0,1232.0,1232,0,1232,2,0,6,0,2.0,632.0,132,0,194500
78.0,11645,8,2005,2006,76.0,24.0,1474.0,1498.0,1498,0,1498,2,0,7,1,3.0,844.0,144,98,237000
79.0,11646,6,2005,2006,0.0,0.0,704.0,704.0,704,718,1422,2,1,7,1,2.0,440.0,36,28,173000
0.0,12800,7,1989,1989,145.0,1518.0,0.0,1518.0,1644,0,1644,2,0,5,1,2.0,569.0,80,0,275000
0.0,16698,7,1992,1993,0.0,800.0,649.0,1449.0,944,815,1759,2,1,7,1,2.0,525.0,150,193,233500
0.0,28698,5,1967,1967,0.0,249.0,0.0,1013.0,1160,966,2126,2,1,7,0,2.0,538.0,486,0,185000
82.0,12464,5,1996,1996,0.0,732.0,308.0,1040.0,1040,0,1040,1,0,6,0,2.0,576.0,168,0,152000
65.0,9757,5,1994,1994,0.0,755.0,235.0,990.0,990,0,990,1,0,5,0,1.0,440.0,66,0,143000
65.0,15426,6,1997,1997,0.0,821.0,107.0,928.0,928,836,1764,2,1,7,0,2.0,470.0,276,99,231500
43.0,10667,7,1996,1996,0.0,385.0,70.0,799.0,827,834,1661,2,1,6,1,2.0,550.0,158,61,212000
65.0,14753,7,1998,1998,0.0,950.0,513.0,1463.0,1463,0,1463,2,0,5,0,2.0,539.0,0,81,207000
112.0,10859,5,1994,1995,0.0,0.0,1097.0,1097.0,1097,0,1097,1,1,6,0,2.0,672.0,392,64,145000
60.0,8072,5,1994,1995,0.0,746.0,244.0,990.0,990,0,990,1,0,5,0,2.0,480.0,0,64,138000
80.0,10400,7,1998,1998,0.0,0.0,866.0,866.0,866,913,1779,2,1,6,0,2.0,546.0,198,36,197900
78.0,10335,7,1999,1999,183.0,679.0,811.0,1490.0,1501,0,1501,2,0,6,0,2.0,577.0,144,29,204000
68.0,9017,7,1999,1999,0.0,560.0,871.0,1431.0,1431,0,1431,2,0,6,0,2.0,666.0,0,35,192000
70.0,8750,6,1998,1998,120.0,606.0,322.0,928.0,928,844,1772,2,1,7,1,2.0,492.0,150,96,200000
68.0,8935,7,2002,2002,95.0,0.0,831.0,831.0,831,829,1660,2,1,7,0,2.0,493.0,144,68,195000
67.0,9808,7,2002,2002,110.0,788.0,785.0,1573.0,1573,0,1573,2,0,6,0,2.0,544.0,0,72,227000
79.0,12420,7,2001,2001,0.0,666.0,278.0,944.0,944,896,1840,2,1,6,0,2.0,622.0,0,45,230000
67.0,16285,7,2001,2002,0.0,0.0,1413.0,1413.0,1430,0,1430,2,0,6,0,2.0,605.0,0,33,187100
65.0,10739,7,2002,2001,68.0,1259.0,172.0,1431.0,1444,0,1444,2,0,6,0,2.0,577.0,144,40,203000
75.0,11166,7,2001,2001,180.0,24.0,1468.0,1492.0,1492,0,1492,2,0,6,1,2.0,608.0,0,114,201000
60.0,8430,5,1978,1978,136.0,616.0,424.0,1040.0,1040,0,1040,2,0,5,0,0.0,0.0,0,0,124000
0.0,16269,5,1978,1978,76.0,625.0,282.0,907.0,907,0,907,1,0,5,0,1.0,343.0,72,0,140000
76.0,6950,5,1979,1979,40.0,710.0,132.0,914.0,914,0,914,1,0,5,0,2.0,444.0,0,0,134900
61.0,8800,5,1977,2008,0.0,532.0,364.0,1040.0,1040,0,1040,2,0,5,0,2.0,484.0,0,0,150500
0.0,7000,5,1978,2005,90.0,646.0,218.0,864.0,864,0,864,1,0,6,0,1.0,336.0,0,0,136500
0.0,9286,5,1977,1989,0.0,196.0,1072.0,1268.0,1268,0,1268,1,1,5,0,1.0,252.0,173,0,143500
36.0,15523,5,1972,1972,0.0,460.0,404.0,864.0,864,0,864,1,0,5,1,1.0,338.0,0,0,133500
60.0,7200,5,1972,1972,0.0,777.0,117.0,894.0,894,0,894,1,0,6,0,2.0,600.0,215,0,123000
60.0,7200,5,1972,2003,0.0,660.0,108.0,768.0,768,0,768,1,0,5,0,1.0,396.0,192,0,133900
70.0,8445,5,1972,2007,0.0,656.0,112.0,768.0,768,0,768,1,0,5,0,2.0,396.0,58,0,133000
90.0,11664,7,2002,2002,0.0,1234.0,335.0,1569.0,1611,0,1611,2,0,6,0,3.0,1231.0,262,93,250000
0.0,12334,8,2003,2003,198.0,0.0,1068.0,1068.0,1068,1116,2184,2,1,8,1,2.0,570.0,192,132,254750
0.0,11838,8,2001,2001,0.0,0.0,1753.0,1753.0,1788,0,1788,2,0,7,1,2.0,522.0,202,151,236500
0.0,11885,8,2001,2001,108.0,990.0,309.0,1299.0,1299,573,1872,2,1,7,1,2.0,531.0,160,122,261500
0.0,11050,9,2000,2000,204.0,904.0,536.0,1440.0,1476,677,2153,2,1,8,2,3.0,736.0,253,142,313000
70.0,8749,7,2002,2002,0.0,0.0,840.0,840.0,840,885,1725,2,1,6,0,2.0,550.0,0,48,198500
0.0,11250,7,2001,2001,0.0,0.0,944.0,944.0,944,926,1870,2,1,6,0,2.0,608.0,256,43,211000
90.0,15750,8,1999,2000,260.0,1246.0,216.0,1462.0,1513,0,1513,2,0,5,1,2.0,521.0,135,34,220000
73.0,11883,7,1996,1996,196.0,690.0,814.0,1504.0,1504,0,1504,2,0,6,1,2.0,478.0,115,66,203000
0.0,12782,8,2002,2003,164.0,1360.0,462.0,1822.0,1828,0,1828,2,0,7,1,2.0,523.0,194,144,279500
70.0,8750,7,1997,1998,209.0,1111.0,306.0,1417.0,1417,0,1417,2,0,7,1,2.0,511.0,60,0,210000
0.0,9375,7,1997,1998,573.0,739.0,318.0,1057.0,1057,977,2034,2,1,8,0,2.0,645.0,576,36,219500
70.0,8750,7,1996,1996,0.0,0.0,880.0,880.0,909,807,1716,2,1,7,1,2.0,512.0,0,120,191000
70.0,9100,7,2001,2001,0.0,0.0,1212.0,1212.0,1212,0,1212,2,0,6,0,2.0,573.0,356,0,178000
75.0,9750,7,2000,2001,171.0,0.0,1630.0,1630.0,1630,0,1630,2,0,6,1,2.0,451.0,74,234,213000
0.0,4435,6,2003,2004,170.0,685.0,163.0,848.0,848,0,848,1,0,4,0,2.0,420.0,140,0,144000
0.0,4435,6,2003,2003,170.0,685.0,163.0,848.0,848,0,848,1,0,4,0,2.0,420.0,140,0,140000
85.0,10200,8,2007,2007,180.0,1478.0,100.0,1578.0,1602,0,1602,2,0,7,1,3.0,810.0,0,48,293200
65.0,9313,7,2004,2004,0.0,0.0,864.0,864.0,864,864,1728,2,1,7,0,2.0,572.0,187,56,190000
63.0,8487,7,2004,2004,210.0,20.0,1480.0,1500.0,1500,0,1500,2,0,6,0,2.0,570.0,192,36,190000
64.0,8633,6,2005,2005,0.0,193.0,545.0,738.0,738,738,1476,2,1,7,0,2.0,540.0,100,35,173500
85.0,11069,6,2007,2007,0.0,0.0,608.0,608.0,608,788,1396,2,1,6,1,2.0,440.0,100,36,170000
67.0,8777,4,1949,2003,0.0,0.0,0.0,0.0,1126,0,1126,2,0,5,0,2.0,520.0,0,96,108000
75.0,9937,5,1964,1999,0.0,637.0,849.0,1486.0,1486,0,1486,1,0,7,0,2.0,480.0,0,0,167000
67.0,8877,4,1938,1958,0.0,690.0,126.0,816.0,816,0,816,1,0,3,1,1.0,288.0,0,0,100000
64.0,7301,7,2003,2003,500.0,0.0,0.0,0.0,495,1427,1922,3,0,7,1,2.0,672.0,0,0,198500
75.0,7950,6,1977,1977,140.0,535.0,155.0,690.0,698,728,1426,1,1,6,0,2.0,440.0,252,0,159500
80.0,10682,4,1960,1971,0.0,399.0,615.0,1014.0,1149,0,1149,1,0,7,0,1.0,544.0,0,240,127000
72.0,7200,6,1976,1976,255.0,631.0,410.0,1041.0,1125,0,1125,1,0,6,1,1.0,352.0,296,0,125000
86.0,13286,9,2007,2008,340.0,1234.0,464.0,1698.0,1698,0,1698,2,0,8,1,3.0,768.0,327,64,320000
35.0,3675,6,2005,2006,80.0,547.0,0.0,547.0,1072,0,1072,1,0,5,0,2.0,525.0,0,28,145500
50.0,9405,5,1947,2008,0.0,0.0,698.0,698.0,698,0,698,1,0,4,0,0.0,0.0,0,200,118000
64.0,6410,4,1959,1959,0.0,332.0,301.0,876.0,876,0,876,1,0,5,0,1.0,320.0,0,0,85000
70.0,11767,5,1950,1950,0.0,1078.0,0.0,1078.0,1368,0,1368,1,0,6,0,1.0,195.0,0,41,120000
50.0,8405,4,1945,1950,0.0,0.0,0.0,0.0,1088,441,1529,2,0,9,0,1.0,240.0,92,0,98000
56.0,4060,5,1922,1950,0.0,0.0,864.0,864.0,864,0,864,1,0,4,0,0.0,0.0,0,96,99900
74.0,10206,3,1952,1952,0.0,0.0,0.0,0.0,944,0,944,1,0,4,0,2.0,528.0,0,0,82000
65.0,10926,5,1959,1959,74.0,0.0,1678.0,1678.0,1678,0,1678,2,0,10,0,0.0,0.0,0,0,119900
70.0,11767,5,1956,1956,259.0,546.0,604.0,1150.0,1560,0,1560,1,0,7,1,1.0,313.0,0,0,103500
0.0,8926,4,1956,1956,0.0,0.0,672.0,672.0,960,0,960,1,0,5,0,1.0,288.0,64,0,112000
67.0,12354,6,1920,2000,0.0,0.0,684.0,684.0,684,512,1196,1,0,7,0,2.0,528.0,0,46,110000
45.0,8212,5,1941,1950,0.0,626.0,94.0,720.0,854,444,1298,1,0,6,2,1.0,256.0,84,0,122000
60.0,10998,5,1941,1960,0.0,408.0,156.0,984.0,984,620,1604,2,0,6,0,2.0,660.0,0,68,117000
70.0,6300,5,1938,1950,88.0,832.0,0.0,832.0,832,436,1268,1,1,7,2,1.0,250.0,0,0,160000
55.0,4500,5,1932,2000,0.0,182.0,611.0,793.0,848,672,1520,1,0,6,0,1.0,281.0,0,0,159434
60.0,8400,2,1920,1950,0.0,290.0,0.0,290.0,438,0,438,1,0,3,0,1.0,246.0,0,0,60000
60.0,9900,6,1940,1950,0.0,0.0,778.0,778.0,944,545,1489,2,0,7,1,1.0,240.0,335,0,139500
102.0,15863,7,1920,1970,0.0,523.0,301.0,824.0,1687,998,3082,2,1,12,2,2.0,672.0,136,63,197000
43.0,5707,6,1935,1950,0.0,0.0,583.0,583.0,647,595,1242,1,1,6,1,1.0,180.0,329,96,105000
65.0,7804,4,1928,1950,0.0,622.0,500.0,1122.0,1328,653,1981,2,0,7,2,2.0,576.0,431,44,135000
64.0,8574,6,1916,2000,0.0,0.0,816.0,816.0,1232,0,1232,1,0,6,1,2.0,440.0,0,0,147500
51.0,6171,6,1925,1990,0.0,264.0,712.0,976.0,1160,448,1608,2,1,7,1,1.0,216.0,147,16,137450
60.0,7200,7,1936,2007,0.0,350.0,0.0,560.0,575,560,1135,1,0,6,0,2.0,576.0,256,0,155000
57.0,7558,6,1928,1950,0.0,0.0,896.0,896.0,1172,741,1913,1,1,9,1,2.0,342.0,0,0,177000
52.0,6292,7,1928,1950,0.0,0.0,861.0,861.0,877,600,1477,2,0,6,1,1.0,216.0,0,50,145000
53.0,7155,7,1918,1990,0.0,0.0,600.0,600.0,628,600,1228,1,0,6,1,1.0,215.0,0,113,137000
53.0,10918,7,1926,2004,0.0,0.0,1276.0,1276.0,1276,804,2080,1,1,9,2,1.0,282.0,0,0,234000
60.0,13680,5,1940,1950,0.0,728.0,112.0,840.0,840,727,1567,1,1,6,2,2.0,440.0,0,21,205000
0.0,7500,6,1942,1950,0.0,547.0,224.0,771.0,753,741,1494,1,0,7,2,1.0,213.0,0,0,177500
130.0,9600,5,1940,1950,0.0,428.0,300.0,728.0,976,332,1308,1,1,7,2,1.0,256.0,0,70,160000
80.0,14680,5,1960,1960,0.0,793.0,480.0,1273.0,1273,0,1273,1,0,5,0,1.0,307.0,483,0,155000
80.0,13360,5,1921,2006,0.0,713.0,163.0,876.0,964,0,964,1,0,5,0,2.0,432.0,0,0,163500
54.0,7681,5,1921,1950,0.0,0.0,731.0,731.0,820,523,1343,1,1,7,1,1.0,186.0,192,0,154900
0.0,8145,7,1940,1950,0.0,246.0,674.0,920.0,1240,1240,2480,2,1,13,2,2.0,400.0,0,0,205000
70.0,9100,5,1954,1954,0.0,154.0,264.0,1112.0,1112,0,1112,1,0,6,1,1.0,390.0,0,0,144800
75.0,12000,7,1941,1950,0.0,275.0,429.0,704.0,860,704,1564,1,1,7,1,1.0,234.0,0,0,174500
90.0,13339,6,1960,1960,132.0,65.0,621.0,1561.0,1561,0,1561,2,0,6,1,2.0,463.0,0,148,193000
78.0,15600,5,1949,2005,0.0,312.0,248.0,1067.0,986,537,1523,2,0,7,1,1.0,295.0,0,0,158000
80.0,14000,6,1950,2004,0.0,0.0,1092.0,1092.0,1152,0,1152,1,0,6,1,1.0,300.0,0,36,158500
100.0,17500,6,1954,1954,420.0,784.0,91.0,1310.0,1906,0,1906,1,1,6,2,2.0,576.0,0,201,224000
24.0,1733,6,1980,1980,0.0,0.0,516.0,516.0,516,516,1032,1,0,5,1,2.0,452.0,279,0,115000
24.0,1488,6,1980,1992,0.0,471.0,90.0,561.0,561,668,1229,1,1,5,1,2.0,462.0,176,0,137000
24.0,1612,6,1980,1980,0.0,0.0,561.0,561.0,561,668,1229,1,1,5,1,2.0,462.0,154,0,121000
24.0,1300,6,1980,1980,0.0,285.0,276.0,561.0,561,668,1229,1,1,5,1,2.0,462.0,150,0,124000
0.0,13607,6,1986,1986,242.0,454.0,118.0,572.0,1182,800,1982,2,1,6,1,2.0,501.0,400,112,208000
0.0,17597,7,1971,2009,0.0,803.0,581.0,1803.0,2365,0,2365,2,0,7,2,2.0,551.0,200,144,315000
0.0,21695,6,1988,2007,260.0,808.0,72.0,880.0,1680,0,1680,2,0,5,1,2.0,540.0,292,44,222000
59.0,10690,5,1920,1997,0.0,456.0,216.0,672.0,672,672,1344,1,0,6,0,1.0,468.0,0,128,147000
50.0,8660,5,1900,1993,0.0,0.0,760.0,760.0,928,928,2168,2,0,11,0,2.0,576.0,467,160,123000
60.0,6402,5,1920,1950,0.0,0.0,596.0,596.0,596,596,1192,1,0,6,0,1.0,189.0,0,0,78000
105.0,8470,3,1915,1982,0.0,0.0,1013.0,1013.0,1013,0,1526,1,0,6,0,0.0,0.0,0,0,85000
60.0,10200,4,1925,1950,0.0,0.0,572.0,572.0,572,0,572,1,0,4,0,1.0,200.0,0,0,75000
44.0,3843,8,2007,2008,174.0,1476.0,120.0,1596.0,1648,0,1648,2,0,5,1,2.0,482.0,162,53,230000
109.0,21780,2,1910,1950,0.0,0.0,0.0,0.0,810,0,810,1,0,4,0,1.0,280.0,119,24,57625
75.0,10125,8,2000,2001,0.0,445.0,412.0,1107.0,1040,1012,2052,2,1,7,1,3.0,642.0,210,91,251000
48.0,12822,7,2003,2003,0.0,1351.0,83.0,1434.0,1518,631,2149,1,1,6,1,2.0,670.0,168,43,239686
43.0,12118,7,2004,2005,108.0,0.0,1710.0,1710.0,1710,0,1710,2,0,7,1,2.0,550.0,100,48,240000
71.0,12209,6,2001,2002,0.0,690.0,114.0,804.0,804,1157,1961,2,1,7,1,2.0,560.0,125,192,215000
75.0,9750,6,1977,1977,0.0,767.0,135.0,902.0,926,0,926,1,0,5,1,1.0,351.0,319,0,156450
72.0,9360,6,1977,1977,0.0,841.0,0.0,957.0,1287,0,1287,1,1,5,2,2.0,541.0,302,39,173000
75.0,10125,5,1977,1977,0.0,0.0,0.0,0.0,1302,432,1734,2,0,8,0,2.0,539.0,0,0,126000
0.0,9947,7,1990,1991,0.0,611.0,577.0,1188.0,1217,0,1217,2,0,6,0,2.0,497.0,168,27,173000
82.0,11070,5,1991,1991,0.0,55.0,1527.0,1582.0,1595,0,1595,2,0,5,0,2.0,672.0,0,0,152000
0.0,14375,6,1958,1958,541.0,111.0,354.0,819.0,1344,0,1344,1,0,7,1,2.0,525.0,0,118,137500
150.0,215245,7,1965,1965,0.0,1236.0,80.0,2136.0,2036,0,2036,2,0,8,2,2.0,513.0,0,0,375000
89.0,12898,9,2007,2008,70.0,1022.0,598.0,1620.0,1620,0,1620,2,0,6,1,3.0,912.0,228,0,315500
83.0,13159,7,2009,2009,0.0,0.0,846.0,846.0,846,846,1692,2,1,6,0,2.0,650.0,208,114,224500
113.0,13438,9,2008,2008,246.0,1758.0,432.0,2190.0,2036,0,2036,2,0,9,1,3.0,780.0,90,154,410000
79.0,14463,9,2008,2008,406.0,1115.0,526.0,1641.0,1641,0,1641,2,0,7,0,3.0,885.0,0,95,316500
73.0,8925,8,2007,2007,0.0,16.0,1450.0,1466.0,1466,0,1466,2,0,7,0,3.0,610.0,100,18,201000
130.0,11457,6,1988,1988,0.0,1005.0,387.0,1392.0,1412,0,1412,2,0,6,1,2.0,576.0,0,0,175000
0.0,9839,6,1980,2006,0.0,462.0,250.0,712.0,1375,862,2237,2,1,7,1,2.0,440.0,305,24,204000
125.0,14419,7,1987,1989,310.0,904.0,117.0,1645.0,1479,0,1479,2,1,7,1,2.0,578.0,224,238,213500
0.0,6853,8,2001,2002,136.0,1005.0,262.0,1267.0,1296,0,1296,2,0,6,0,2.0,471.0,192,25,220000
75.0,9157,7,2003,2003,0.0,0.0,912.0,912.0,1072,942,2014,2,1,9,0,2.0,486.0,124,114,170000
85.0,14601,9,2006,2006,584.0,1260.0,578.0,1838.0,1838,0,1838,2,0,8,1,3.0,765.0,270,68,315000
85.0,12633,9,2007,2007,290.0,1640.0,338.0,1978.0,1978,0,1978,2,0,7,1,3.0,920.0,308,52,425000
75.0,12518,5,1968,1968,182.0,532.0,476.0,1008.0,1008,0,1008,1,0,6,0,1.0,384.0,144,0,139500
100.0,21750,5,1960,2006,75.0,0.0,0.0,0.0,1771,0,1771,1,0,9,1,2.0,336.0,0,0,115000
32.0,4500,6,1998,1998,320.0,866.0,338.0,1204.0,1204,0,1204,2,0,5,0,2.0,412.0,0,247,162000
0.0,4500,6,1999,1999,425.0,883.0,341.0,1224.0,1224,0,1224,2,0,5,0,2.0,402.0,0,304,165000
21.0,1596,4,1973,1973,0.0,462.0,0.0,462.0,526,462,988,1,0,5,0,1.0,297.0,120,101,91000
62.0,9858,5,1968,1968,0.0,510.0,354.0,864.0,874,0,874,1,0,5,0,1.0,288.0,33,0,130000
21.0,1526,4,1970,2002,0.0,515.0,115.0,630.0,630,0,630,1,0,3,0,1.0,286.0,0,0,86000
83.0,13383,5,1969,2000,176.0,594.0,594.0,1188.0,1404,0,1404,2,0,7,1,2.0,504.0,0,16,160000
21.0,1477,4,1970,1970,0.0,509.0,121.0,630.0,630,0,630,1,0,3,0,1.0,286.0,0,0,80000
21.0,1533,4,1970,2008,0.0,0.0,546.0,546.0,798,546,1344,1,1,6,1,0.0,0.0,0,0,97000
21.0,2217,4,1970,1970,0.0,273.0,0.0,546.0,546,546,1092,1,1,6,0,1.0,286.0,238,0,88000
50.0,7689,5,1972,1972,0.0,720.0,0.0,796.0,796,0,796,1,0,4,0,1.0,336.0,138,0,131900
62.0,7706,6,1993,1996,0.0,114.0,0.0,384.0,1091,0,1091,1,0,5,0,1.0,429.0,280,0,131250
0.0,9101,5,1978,1978,104.0,1097.0,0.0,1097.0,1110,0,1110,1,0,4,1,2.0,602.0,303,30,165500
0.0,8780,5,1985,1985,0.0,625.0,208.0,833.0,833,0,833,1,0,5,0,0.0,0.0,0,0,112000
70.0,7669,5,1992,1993,0.0,718.0,0.0,828.0,883,0,883,1,0,5,1,2.0,698.0,100,32,149000
85.0,14115,5,1993,1995,0.0,732.0,64.0,796.0,796,566,1362,1,1,5,0,2.0,480.0,40,30,143000
62.0,10429,5,1992,1992,0.0,330.0,294.0,624.0,624,663,1287,1,1,6,0,2.0,440.0,150,0,130000
0.0,9819,6,1977,1977,0.0,1567.0,0.0,1567.0,1567,0,1567,2,0,5,2,2.0,714.0,264,32,196000
70.0,10457,5,1969,1969,178.0,496.0,0.0,784.0,784,848,1632,1,1,7,1,2.0,898.0,0,173,173000
87.0,11029,6,1958,2002,0.0,528.0,245.0,1184.0,1414,0,1414,1,0,6,1,2.0,601.0,0,51,176500
0.0,12925,6,1970,1970,0.0,865.0,340.0,1205.0,2117,0,2117,2,1,7,2,2.0,550.0,0,42,237500
85.0,11075,6,1969,1969,0.0,500.0,176.0,952.0,1092,1020,2112,2,1,9,2,2.0,576.0,280,0,206900
72.0,8702,6,1997,1998,0.0,706.0,220.0,926.0,926,678,1604,2,1,7,1,2.0,470.0,0,36,187500
65.0,8139,6,1995,1996,119.0,476.0,204.0,680.0,680,790,1470,2,1,7,1,2.0,420.0,192,49,165000
59.0,9535,6,1998,1998,0.0,851.0,75.0,926.0,926,678,1604,2,1,7,0,2.0,472.0,100,82,195500
59.0,9042,6,1998,1998,0.0,828.0,115.0,943.0,943,695,1638,2,1,7,2,2.0,472.0,100,38,192000
0.0,15038,6,1996,1996,0.0,138.0,778.0,916.0,916,720,1636,2,1,7,1,2.0,386.0,168,84,173000
53.0,14137,5,1996,1997,0.0,450.0,898.0,1348.0,1384,0,1384,2,0,7,0,2.0,404.0,0,39,177900
57.0,21872,7,1996,1997,0.0,604.0,125.0,729.0,729,717,1446,2,1,6,1,2.0,406.0,264,22,175000
